order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
4677,47,909,435,3,debit,2017-03-14 23:45:43
335,44,829,432,3,debit,2017-03-23 21:27:09
1960,44,823,432,3,debit,2017-03-29 6:25:06
2408,44,836,432,3,debit,2017-03-26 16:30:27
2706,44,991,432,3,debit,2017-03-24 1:28:22
3167,44,999,432,3,credit_card,2017-03-06 21:59:46
3927,44,951,432,3,debit,2017-03-03 3:21:20
4201,44,716,432,3,debit,2017-03-28 13:34:02
4708,44,702,432,3,cash,2017-03-07 23:19:24
4922,44,858,432,3,credit_card,2017-03-05 17:21:41
4985,44,966,432,3,credit_card,2017-03-15 20:12:31
139,5,915,426,3,cash,2017-03-28 0:09:50
196,37,745,426,3,credit_card,2017-03-01 3:00:39
275,5,967,426,3,cash,2017-03-03 7:38:56
372,37,986,426,3,credit_card,2017-03-05 8:46:10
538,21,997,426,3,debit,2017-03-18 19:15:46
590,5,826,426,3,debit,2017-03-04 20:27:18
672,45,778,426,3,credit_card,2017-03-19 3:39:25
801,45,853,426,3,credit_card,2017-03-04 4:05:45
806,45,865,426,3,cash,2017-03-15 1:57:43
808,21,856,426,3,credit_card,2017-03-11 14:06:36
1046,21,968,426,3,cash,2017-03-20 7:47:54
1172,21,921,426,3,cash,2017-03-03 22:16:14
1440,37,736,426,3,credit_card,2017-03-30 19:53:47
1693,21,732,426,3,debit,2017-03-24 6:54:38
2151,21,794,426,3,cash,2017-03-25 5:52:30
2219,45,933,426,3,debit,2017-03-05 11:58:49
2297,21,802,426,3,debit,2017-03-14 14:30:11
2615,21,768,426,3,cash,2017-03-18 11:20:21
2648,21,802,426,3,credit_card,2017-03-26 18:22:40
2814,37,932,426,3,debit,2017-03-18 7:59:55
2829,5,942,426,3,cash,2017-03-25 12:42:59
2945,21,870,426,3,credit_card,2017-03-07 9:54:33
2977,21,858,426,3,credit_card,2017-03-18 22:36:31
2990,45,982,426,3,credit_card,2017-03-17 7:23:35
3138,21,890,426,3,cash,2017-03-18 8:03:46
3400,21,721,426,3,credit_card,2017-03-10 19:36:47
3503,37,977,426,3,credit_card,2017-03-26 3:09:07
3520,37,744,426,3,credit_card,2017-03-23 12:25:33
3668,37,875,426,3,cash,2017-03-10 16:00:56
3801,5,920,426,3,cash,2017-03-08 7:07:18
3822,37,956,426,3,cash,2017-03-30 17:21:04
3890,37,916,426,3,debit,2017-03-06 9:59:23
4092,21,775,426,3,credit_card,2017-03-28 5:01:59
4722,5,919,426,3,cash,2017-03-24 1:17:47
4813,37,741,426,3,cash,2017-03-11 15:21:08
4929,37,988,426,3,debit,2017-03-20 14:35:44
4951,5,994,426,3,cash,2017-03-02 13:24:11
314,24,938,420,3,credit_card,2017-03-14 7:24:49
507,24,896,420,3,credit_card,2017-03-14 9:59:34
750,24,782,420,3,credit_card,2017-03-02 10:43:39
810,24,930,420,3,debit,2017-03-23 3:36:14
899,24,727,420,3,debit,2017-03-26 12:59:12
1159,24,786,420,3,credit_card,2017-03-08 12:51:58
1250,24,861,420,3,debit,2017-03-06 23:01:27
1309,24,940,420,3,credit_card,2017-03-24 0:53:34
1419,24,971,420,3,credit_card,2017-03-12 21:57:31
1650,24,798,420,3,cash,2017-03-06 22:37:05
2343,24,868,420,3,cash,2017-03-16 17:33:36
2433,24,958,420,3,debit,2017-03-12 1:15:58
2591,24,808,420,3,debit,2017-03-22 18:12:05
3449,24,942,420,3,cash,2017-03-01 7:25:41
3459,24,913,420,3,cash,2017-03-09 13:19:49
3639,24,956,420,3,credit_card,2017-03-24 23:00:36
4390,24,781,420,3,credit_card,2017-03-25 17:03:39
4719,24,703,420,3,debit,2017-03-10 12:26:34
110,58,774,414,3,cash,2017-03-01 10:01:23
287,58,860,414,3,debit,2017-03-15 21:12:11
364,58,889,414,3,debit,2017-03-04 18:43:38
1674,58,749,414,3,debit,2017-03-21 20:27:14
2528,58,723,414,3,cash,2017-03-01 11:18:00
4973,58,725,414,3,debit,2017-03-08 10:42:53
20,63,898,408,3,credit_card,2017-03-29 15:11:52
195,63,946,408,3,cash,2017-03-12 0:07:20
456,63,932,408,3,cash,2017-03-29 20:56:09
783,68,906,408,3,debit,2017-03-22 20:11:43
812,63,796,408,3,credit_card,2017-03-06 23:19:29
1551,63,759,408,3,cash,2017-03-21 9:55:09
1837,63,871,408,3,cash,2017-03-28 14:32:03
2357,68,702,408,3,debit,2017-03-28 16:57:15
3377,63,861,408,3,cash,2017-03-25 18:24:01
3811,68,875,408,3,credit_card,2017-03-19 4:50:59
4173,68,787,408,3,cash,2017-03-03 1:54:05
4297,63,793,408,3,debit,2017-03-07 0:09:28
4747,63,717,408,3,debit,2017-03-01 3:48:20
1934,32,875,404,4,debit,2017-03-03 5:27:38
272,12,727,402,2,credit_card,2017-03-24 22:40:18
414,94,934,402,3,debit,2017-03-13 17:36:39
497,12,818,402,2,cash,2017-03-04 7:42:18
537,39,968,402,3,credit_card,2017-03-18 6:40:29
843,39,839,402,3,credit_card,2017-03-30 18:53:16
958,12,842,402,2,debit,2017-03-10 21:20:22
1050,12,708,402,2,debit,2017-03-01 1:11:03
1076,12,961,402,2,debit,2017-03-26 18:04:51
1079,12,777,402,2,credit_card,2017-03-17 11:48:01
1132,94,822,402,3,credit_card,2017-03-26 14:51:01
1207,12,721,402,2,debit,2017-03-19 13:15:17
1319,94,958,402,3,cash,2017-03-09 19:36:26
1344,39,953,402,3,credit_card,2017-03-08 20:11:03
1510,12,720,402,2,credit_card,2017-03-24 2:24:34
1568,12,753,402,2,cash,2017-03-28 14:51:36
1624,94,885,402,3,debit,2017-03-13 9:05:54
1835,94,938,402,3,credit_card,2017-03-29 9:10:04
1893,12,990,402,2,cash,2017-03-14 8:59:33
1918,12,787,402,2,debit,2017-03-15 20:39:13
2180,94,930,402,3,debit,2017-03-29 1:07:25
2259,12,734,402,2,credit_card,2017-03-19 8:14:41
2317,12,794,402,2,debit,2017-03-18 8:41:36
2385,39,919,402,3,cash,2017-03-19 2:07:11
2607,94,934,402,3,debit,2017-03-18 1:04:09
2795,94,801,402,3,debit,2017-03-08 4:45:33
2811,12,894,402,2,credit_card,2017-03-11 3:05:27
3061,12,990,402,2,debit,2017-03-22 23:52:30
3128,12,866,402,2,debit,2017-03-15 6:04:54
3559,12,903,402,2,cash,2017-03-28 7:28:09
3572,12,930,402,2,cash,2017-03-22 2:02:32
3730,94,910,402,3,credit_card,2017-03-03 2:54:12
3947,39,997,402,3,cash,2017-03-03 12:38:12
4033,94,931,402,3,credit_card,2017-03-28 14:09:10
4094,94,854,402,3,cash,2017-03-21 1:55:00
4151,94,815,402,3,cash,2017-03-29 23:28:50
4255,94,890,402,3,credit_card,2017-03-13 2:43:13
4292,94,746,402,3,credit_card,2017-03-23 20:48:09
4504,94,975,402,3,credit_card,2017-03-01 23:06:46
4601,12,990,402,2,credit_card,2017-03-16 2:00:01
4773,39,862,402,3,debit,2017-03-25 23:58:53
4837,94,753,402,3,cash,2017-03-03 11:25:50
4949,12,845,402,2,cash,2017-03-01 10:59:55
50,64,768,399,3,debit,2017-03-02 17:26:07
88,64,713,399,3,credit_card,2017-03-04 12:15:16
215,54,742,399,3,credit_card,2017-03-27 3:28:24
285,64,711,399,3,debit,2017-03-11 20:07:53
342,54,735,399,3,credit_card,2017-03-17 22:49:05
367,98,803,399,3,cash,2017-03-26 10:40:53
442,98,856,399,3,credit_card,2017-03-22 7:58:51
645,64,710,399,3,debit,2017-03-20 3:55:19
779,54,932,399,3,credit_card,2017-03-02 2:15:39
1008,98,816,399,3,cash,2017-03-08 17:21:23
1141,64,876,399,3,cash,2017-03-27 3:32:50
1508,54,874,399,3,credit_card,2017-03-16 4:27:47
1552,64,763,399,3,cash,2017-03-03 6:42:38
1642,64,794,399,3,cash,2017-03-02 2:32:19
1876,64,736,399,3,cash,2017-03-02 8:17:11
2051,64,961,399,3,cash,2017-03-27 11:50:21
2278,98,884,399,3,debit,2017-03-19 20:58:42
2436,54,980,399,3,credit_card,2017-03-04 16:31:30
2611,98,761,399,3,credit_card,2017-03-12 9:33:01
2657,64,760,399,3,cash,2017-03-17 0:59:41
2860,98,731,399,3,cash,2017-03-18 11:57:40
2965,64,926,399,3,debit,2017-03-23 7:46:04
3034,64,756,399,3,credit_card,2017-03-02 4:28:12
3289,64,870,399,3,cash,2017-03-08 12:40:20
3788,64,734,399,3,debit,2017-03-25 22:30:39
3921,54,914,399,3,debit,2017-03-22 14:16:58
3966,64,808,399,3,debit,2017-03-26 21:29:25
4207,98,985,399,3,credit_card,2017-03-10 16:02:38
4210,54,877,399,3,cash,2017-03-23 4:37:15
4263,98,863,399,3,credit_card,2017-03-14 1:07:54
4797,98,904,399,3,credit_card,2017-03-10 12:59:07
525,8,823,396,3,cash,2017-03-26 17:16:10
999,8,778,396,3,credit_card,2017-03-17 15:15:04
2862,8,733,396,3,credit_card,2017-03-28 22:47:48
2877,8,840,396,3,debit,2017-03-07 16:19:15
3374,8,703,396,3,debit,2017-03-02 6:27:38
3534,8,833,396,3,debit,2017-03-03 6:05:24
4054,8,938,396,3,credit_card,2017-03-11 12:42:31
4986,8,916,396,3,debit,2017-03-15 14:22:51
203,67,768,393,3,cash,2017-03-28 7:25:17
609,69,884,393,3,credit_card,2017-03-01 17:19:35
849,69,765,393,3,cash,2017-03-16 11:25:23
2038,69,868,393,3,debit,2017-03-07 19:20:46
2419,69,736,393,3,credit_card,2017-03-18 22:56:01
2736,67,838,393,3,debit,2017-03-14 6:57:33
2751,69,791,393,3,credit_card,2017-03-20 6:53:57
2960,67,900,393,3,credit_card,2017-03-28 14:28:10
3150,67,754,393,3,debit,2017-03-30 21:31:11
4098,67,837,393,3,debit,2017-03-30 21:20:10
4269,67,740,393,3,credit_card,2017-03-27 5:59:03
4533,67,835,393,3,cash,2017-03-16 1:40:58
4789,69,810,393,3,credit_card,2017-03-14 16:04:58
4853,69,957,393,3,debit,2017-03-03 22:45:43
4930,67,849,393,3,credit_card,2017-03-24 21:45:29
4958,69,730,393,3,credit_card,2017-03-22 12:09:12
453,89,779,392,2,debit,2017-03-16 18:22:22
499,89,827,392,2,credit_card,2017-03-28 2:44:53
522,89,716,392,2,cash,2017-03-23 15:25:28
735,89,837,392,2,credit_card,2017-03-18 9:52:14
870,89,847,392,2,cash,2017-03-14 21:16:20
1636,89,919,392,2,cash,2017-03-28 8:14:37
2092,89,940,392,2,cash,2017-03-02 4:17:44
2127,89,821,392,2,cash,2017-03-12 21:59:31
2325,89,845,392,2,credit_card,2017-03-18 18:32:35
2585,89,700,392,2,cash,2017-03-21 12:18:52
2643,89,712,392,2,debit,2017-03-12 17:46:41
2967,89,887,392,2,cash,2017-03-26 21:04:08
3116,89,785,392,2,credit_card,2017-03-04 22:36:16
3393,89,709,392,2,credit_card,2017-03-26 1:43:29
3714,89,983,392,2,debit,2017-03-14 11:14:35
4127,89,935,392,2,cash,2017-03-29 3:56:37
4241,89,844,392,2,debit,2017-03-22 10:43:28
4317,89,911,392,2,cash,2017-03-21 17:43:50
4639,89,903,392,2,cash,2017-03-16 3:54:35
4669,89,800,392,2,cash,2017-03-05 22:01:58
4777,89,785,392,2,cash,2017-03-18 15:26:22
69,86,994,390,3,credit_card,2017-03-21 22:05:37
135,86,845,390,3,cash,2017-03-27 9:54:53
303,25,815,390,3,cash,2017-03-09 22:00:06
306,25,701,390,3,cash,2017-03-24 19:36:35
475,99,829,390,2,debit,2017-03-06 4:27:45
773,86,876,390,3,debit,2017-03-30 15:15:07
918,86,798,390,3,credit_card,2017-03-26 4:25:53
978,99,870,390,2,credit_card,2017-03-26 6:01:36
1007,99,980,390,2,credit_card,2017-03-28 6:42:27
1160,86,846,390,3,debit,2017-03-18 5:30:41
1353,86,716,390,3,debit,2017-03-15 23:17:06
1635,86,780,390,3,credit_card,2017-03-28 9:12:50
1665,36,936,390,3,debit,2017-03-09 15:12:13
1713,36,777,390,3,debit,2017-03-24 0:06:59
2053,99,814,390,2,debit,2017-03-19 7:11:34
2120,99,756,390,2,cash,2017-03-02 19:03:03
2147,99,844,390,2,credit_card,2017-03-05 2:09:10
2437,86,943,390,3,cash,2017-03-22 13:53:32
2537,99,782,390,2,cash,2017-03-08 8:40:07
2617,99,728,390,2,debit,2017-03-09 14:13:57
2759,99,974,390,2,debit,2017-03-14 10:32:36
2859,25,836,390,3,credit_card,2017-03-01 8:21:31
3029,25,846,390,3,cash,2017-03-19 20:47:15
3110,99,990,390,2,debit,2017-03-25 0:11:39
3183,99,731,390,2,cash,2017-03-09 2:42:43
3234,25,741,390,3,debit,2017-03-09 11:43:34
3304,99,904,390,2,cash,2017-03-30 17:52:05
3316,99,915,390,2,cash,2017-03-25 22:42:54
3380,99,934,390,2,debit,2017-03-23 18:17:07
3405,25,745,390,3,credit_card,2017-03-22 17:42:27
3436,99,966,390,2,debit,2017-03-28 1:48:58
3640,25,969,390,3,credit_card,2017-03-22 10:40:05
3818,99,963,390,2,credit_card,2017-03-19 6:18:54
3859,99,931,390,2,cash,2017-03-24 22:14:15
4087,99,897,390,2,debit,2017-03-22 7:08:00
4355,86,732,390,3,cash,2017-03-16 8:14:23
4363,36,963,390,3,credit_card,2017-03-02 18:50:25
4479,99,862,390,2,cash,2017-03-02 13:33:10
4642,36,786,390,3,cash,2017-03-16 19:32:22
4961,99,951,390,2,debit,2017-03-30 8:50:50
175,49,918,387,3,debit,2017-03-13 15:25:20
349,31,759,387,3,debit,2017-03-24 2:21:56
668,31,867,387,3,cash,2017-03-18 3:34:18
807,31,793,387,3,credit_card,2017-03-03 16:13:07
930,83,732,387,3,credit_card,2017-03-03 16:00:59
960,31,813,387,3,debit,2017-03-13 4:53:18
1340,83,747,387,3,cash,2017-03-24 15:13:34
1643,49,982,387,3,cash,2017-03-24 13:36:53
1743,31,730,387,3,cash,2017-03-14 1:28:09
2287,49,735,387,3,credit_card,2017-03-24 14:19:24
2488,49,781,387,3,cash,2017-03-18 22:52:18
2531,31,972,387,3,cash,2017-03-13 17:11:20
2606,49,773,387,3,cash,2017-03-09 13:56:28
2777,31,811,387,3,debit,2017-03-19 14:49:49
2790,83,958,387,3,cash,2017-03-12 4:20:03
3066,31,875,387,3,debit,2017-03-19 2:06:37
3852,49,865,387,3,cash,2017-03-04 13:33:57
4160,83,971,387,3,cash,2017-03-28 9:51:38
4286,31,881,387,3,debit,2017-03-22 8:01:33
4380,31,871,387,3,cash,2017-03-01 8:10:49
4583,31,705,387,3,debit,2017-03-17 20:59:24
290,50,803,386,2,debit,2017-03-30 5:45:50
561,50,762,386,2,credit_card,2017-03-18 10:22:49
830,50,816,386,2,cash,2017-03-11 3:58:08
965,50,740,386,2,debit,2017-03-06 22:23:44
1058,50,882,386,2,debit,2017-03-15 12:59:46
1251,50,959,386,2,cash,2017-03-30 19:44:29
1412,50,905,386,2,cash,2017-03-14 0:45:01
1439,50,728,386,2,credit_card,2017-03-09 8:16:29
1498,50,752,386,2,credit_card,2017-03-25 22:29:03
2201,50,705,386,2,credit_card,2017-03-18 8:17:06
2422,50,829,386,2,credit_card,2017-03-19 11:13:53
2573,50,867,386,2,debit,2017-03-05 18:31:21
2634,50,986,386,2,credit_card,2017-03-11 20:07:27
3052,50,930,386,2,cash,2017-03-15 13:23:17
3381,50,824,386,2,debit,2017-03-10 17:18:09
3657,50,788,386,2,cash,2017-03-26 23:26:26
4412,50,756,386,2,debit,2017-03-01 5:36:30
4456,50,744,386,2,debit,2017-03-15 11:25:04
869,4,993,384,3,credit_card,2017-03-19 2:21:16
1202,4,929,384,3,debit,2017-03-30 14:58:19
1417,4,718,384,3,credit_card,2017-03-21 8:11:27
1932,75,952,384,3,debit,2017-03-06 14:14:43
2036,4,994,384,3,debit,2017-03-23 2:10:00
2575,4,965,384,3,debit,2017-03-12 18:10:28
2601,75,771,384,3,cash,2017-03-29 17:16:49
2750,4,735,384,3,cash,2017-03-21 15:57:00
2799,75,847,384,3,debit,2017-03-17 16:24:24
2899,4,836,384,3,debit,2017-03-25 13:08:44
3089,4,944,384,3,credit_card,2017-03-26 21:18:57
3308,75,923,384,3,debit,2017-03-11 8:51:54
3738,4,759,384,3,debit,2017-03-05 14:48:46
4290,4,700,384,3,debit,2017-03-22 23:55:01
4612,4,998,384,3,cash,2017-03-14 8:20:30
4836,4,828,384,3,cash,2017-03-15 23:10:45
4968,4,837,384,3,debit,2017-03-27 21:39:17
4994,4,834,384,3,debit,2017-03-18 4:12:20
368,20,917,381,3,credit_card,2017-03-06 17:28:11
593,20,722,381,3,credit_card,2017-03-15 21:51:09
975,20,724,381,3,debit,2017-03-03 18:10:02
1356,20,980,381,3,cash,2017-03-17 12:30:46
1953,20,785,381,3,cash,2017-03-24 4:46:22
2905,20,908,381,3,debit,2017-03-21 8:12:37
3423,20,766,381,3,cash,2017-03-30 17:36:08
3876,20,739,381,3,debit,2017-03-11 7:25:09
4877,20,787,381,3,credit_card,2017-03-17 14:53:33
621,38,803,380,2,debit,2017-03-02 3:35:47
1083,38,890,380,2,credit_card,2017-03-27 23:33:50
1548,38,820,380,2,cash,2017-03-26 23:01:15
2135,38,842,380,2,credit_card,2017-03-09 23:39:10
2424,38,994,380,2,credit_card,2017-03-19 8:31:10
2538,38,739,380,2,credit_card,2017-03-06 23:11:48
2621,38,888,380,2,credit_card,2017-03-24 23:18:23
3419,38,811,380,2,cash,2017-03-30 16:13:50
3590,38,857,380,2,cash,2017-03-19 23:08:22
3977,38,753,380,2,debit,2017-03-15 20:50:19
4126,38,851,380,2,cash,2017-03-08 13:11:10
4287,38,710,380,2,cash,2017-03-26 0:49:14
4615,38,842,380,2,credit_card,2017-03-29 15:52:59
826,2,977,376,4,debit,2017-03-29 12:17:01
2730,2,808,376,4,cash,2017-03-09 1:48:52
117,6,813,374,2,debit,2017-03-10 14:25:17
233,6,865,374,2,cash,2017-03-08 4:40:15
258,6,842,374,2,credit_card,2017-03-18 10:12:44
278,51,954,374,2,credit_card,2017-03-17 4:59:56
315,6,712,374,2,credit_card,2017-03-25 11:59:11
731,6,710,374,2,debit,2017-03-07 16:21:28
878,51,739,374,2,cash,2017-03-09 20:35:27
1507,6,996,374,2,debit,2017-03-17 0:53:31
1566,6,871,374,2,credit_card,2017-03-09 8:19:12
1725,51,829,374,2,debit,2017-03-18 7:32:58
1826,6,808,374,2,credit_card,2017-03-14 20:04:21
1992,51,831,374,2,cash,2017-03-04 13:04:11
2042,51,778,374,2,debit,2017-03-17 17:44:50
2132,51,700,374,2,cash,2017-03-11 0:27:34
2197,6,773,374,2,credit_card,2017-03-28 1:19:01
2244,51,773,374,2,cash,2017-03-13 14:41:58
2309,51,762,374,2,debit,2017-03-24 22:52:11
2376,51,742,374,2,credit_card,2017-03-17 17:19:05
2411,6,834,374,2,debit,2017-03-15 9:56:43
2431,6,738,374,2,cash,2017-03-30 10:37:22
2605,6,981,374,2,debit,2017-03-29 8:09:19
2667,6,731,374,2,debit,2017-03-02 11:01:32
3079,51,859,374,2,credit_card,2017-03-06 19:44:42
3098,6,794,374,2,credit_card,2017-03-07 1:16:58
3174,6,726,374,2,credit_card,2017-03-06 10:42:38
3367,6,836,374,2,cash,2017-03-16 21:13:36
3413,6,830,374,2,debit,2017-03-06 1:20:21
3483,51,791,374,2,cash,2017-03-15 14:17:39
3544,6,718,374,2,credit_card,2017-03-26 0:12:41
3547,6,939,374,2,credit_card,2017-03-19 3:07:59
3739,6,805,374,2,cash,2017-03-03 0:06:15
3823,6,810,374,2,credit_card,2017-03-19 6:41:54
3905,6,947,374,2,cash,2017-03-19 23:42:01
4157,6,762,374,2,cash,2017-03-23 2:02:19
4291,51,740,374,2,credit_card,2017-03-15 12:09:33
4652,6,822,374,2,cash,2017-03-10 6:36:37
4663,6,922,374,2,credit_card,2017-03-24 11:30:04
4887,51,995,374,2,debit,2017-03-09 4:02:36
317,11,880,368,2,credit_card,2017-03-21 14:56:08
366,11,974,368,2,credit_card,2017-03-08 0:59:28
385,11,868,368,2,debit,2017-03-08 4:27:53
405,11,850,368,2,credit_card,2017-03-18 0:20:52
791,11,879,368,2,credit_card,2017-03-27 10:21:37
823,11,929,368,2,credit_card,2017-03-16 17:43:26
1255,11,753,368,2,cash,2017-03-04 19:53:32
1328,11,716,368,2,cash,2017-03-29 17:56:39
2000,11,854,368,2,credit_card,2017-03-27 18:04:33
2037,11,765,368,2,credit_card,2017-03-16 11:03:34
2350,11,873,368,2,cash,2017-03-21 23:08:40
3232,11,839,368,2,credit_card,2017-03-22 23:16:11
3379,11,982,368,2,cash,2017-03-16 3:38:04
3472,11,906,368,2,credit_card,2017-03-23 21:42:24
3626,11,763,368,2,cash,2017-03-27 16:43:41
3796,11,723,368,2,credit_card,2017-03-21 1:11:01
4874,11,997,368,2,debit,2017-03-07 12:02:46
4936,11,789,368,2,credit_card,2017-03-01 8:08:06
1871,34,706,366,3,credit_card,2017-03-28 5:34:44
2359,34,773,366,3,debit,2017-03-01 4:04:07
2825,34,752,366,3,cash,2017-03-23 7:51:43
2900,34,948,366,3,cash,2017-03-13 2:40:44
3227,34,734,366,3,debit,2017-03-23 20:12:59
4554,34,860,366,3,credit_card,2017-03-30 3:36:42
4649,34,788,366,3,debit,2017-03-17 12:01:11
190,43,928,362,2,debit,2017-03-30 7:00:14
230,79,772,362,2,cash,2017-03-28 7:21:29
257,79,844,362,2,credit_card,2017-03-07 20:21:57
396,43,989,362,2,debit,2017-03-21 23:17:39
436,43,869,362,2,debit,2017-03-21 1:09:45
646,43,929,362,2,debit,2017-03-15 9:32:45
747,79,961,362,2,credit_card,2017-03-12 4:50:00
897,43,931,362,2,credit_card,2017-03-28 22:22:11
1109,79,782,362,2,debit,2017-03-04 0:42:08
1162,79,893,362,2,credit_card,2017-03-14 9:40:21
1541,79,987,362,2,cash,2017-03-25 17:12:07
1911,79,761,362,2,cash,2017-03-26 23:22:34
1993,79,860,362,2,cash,2017-03-07 7:47:09
2068,43,715,362,2,credit_card,2017-03-24 18:08:28
2242,43,839,362,2,credit_card,2017-03-24 2:45:56
2473,43,995,362,2,debit,2017-03-04 12:35:53
2539,79,955,362,2,debit,2017-03-12 22:33:05
2645,79,959,362,2,debit,2017-03-27 19:50:58
2854,43,913,362,2,credit_card,2017-03-12 17:45:34
2936,79,999,362,2,cash,2017-03-07 16:15:09
3069,43,818,362,2,debit,2017-03-30 6:07:44
3106,79,971,362,2,credit_card,2017-03-26 1:13:23
3178,43,718,362,2,debit,2017-03-08 10:24:58
3213,43,714,362,2,cash,2017-03-22 15:24:50
3276,43,782,362,2,credit_card,2017-03-29 23:25:09
3310,43,745,362,2,cash,2017-03-25 13:24:41
3395,79,771,362,2,cash,2017-03-30 12:05:07
3605,43,925,362,2,cash,2017-03-21 17:12:45
3613,43,725,362,2,cash,2017-03-04 1:40:37
3984,79,794,362,2,cash,2017-03-21 19:54:12
4032,79,727,362,2,credit_card,2017-03-09 1:59:44
4560,79,906,362,2,cash,2017-03-10 8:59:14
4576,43,875,362,2,credit_card,2017-03-14 8:12:48
4713,43,725,362,2,cash,2017-03-20 6:10:07
4896,79,866,362,2,debit,2017-03-30 16:03:09
246,92,890,360,4,cash,2017-03-18 17:42:29
2846,92,973,360,4,debit,2017-03-17 21:29:57
4974,92,970,360,4,cash,2017-03-02 2:10:55
423,59,864,356,2,debit,2017-03-18 20:23:11
563,59,883,356,2,credit_card,2017-03-14 3:14:41
1178,90,828,356,2,cash,2017-03-08 21:38:19
1269,59,771,356,2,debit,2017-03-11 12:45:35
1350,59,761,356,2,cash,2017-03-04 23:12:13
1471,90,793,356,2,debit,2017-03-07 2:05:19
1768,59,928,356,2,cash,2017-03-24 6:07:49
1784,90,994,356,2,cash,2017-03-28 1:29:55
1807,90,995,356,2,cash,2017-03-28 6:53:24
1894,90,950,356,2,cash,2017-03-27 4:27:55
2065,90,920,356,2,credit_card,2017-03-27 3:31:56
2072,59,931,356,2,cash,2017-03-09 3:04:35
2097,90,763,356,2,credit_card,2017-03-05 7:13:26
2143,59,808,356,2,debit,2017-03-29 19:32:46
2171,90,802,356,2,cash,2017-03-15 21:30:59
2494,90,849,356,2,debit,2017-03-09 0:50:54
2519,59,869,356,2,credit_card,2017-03-29 4:35:12
2521,90,845,356,2,credit_card,2017-03-14 17:04:57
2672,90,733,356,2,debit,2017-03-17 17:23:48
3084,90,790,356,2,credit_card,2017-03-13 14:18:19
3123,59,799,356,2,credit_card,2017-03-17 23:38:19
3313,59,776,356,2,cash,2017-03-05 9:16:24
3447,90,955,356,2,credit_card,2017-03-30 17:28:25
3457,59,705,356,2,debit,2017-03-28 8:02:11
3497,59,909,356,2,cash,2017-03-12 22:22:28
3962,90,712,356,2,cash,2017-03-03 4:42:38
4091,59,889,356,2,debit,2017-03-04 14:00:53
4100,59,888,356,2,credit_card,2017-03-23 20:10:51
4103,59,871,356,2,debit,2017-03-15 17:02:31
4196,90,837,356,2,debit,2017-03-27 8:14:54
4423,59,933,356,2,credit_card,2017-03-20 3:23:17
4684,59,902,356,2,cash,2017-03-07 18:02:23
4703,90,950,356,2,credit_card,2017-03-19 12:02:51
4743,90,708,356,2,debit,2017-03-30 19:52:28
4904,90,874,356,2,debit,2017-03-12 14:20:16
78,41,985,354,3,cash,2017-03-22 13:41:25
103,41,964,354,3,cash,2017-03-17 7:59:24
284,9,772,354,3,debit,2017-03-04 13:49:42
308,60,992,354,2,cash,2017-03-12 19:44:08
435,60,768,354,2,credit_card,2017-03-19 12:58:00
567,60,705,354,2,cash,2017-03-07 5:05:34
715,9,803,354,3,cash,2017-03-11 11:44:07
749,82,798,354,2,cash,2017-03-08 0:23:12
793,81,924,354,2,debit,2017-03-07 3:42:06
819,60,878,354,2,debit,2017-03-27 12:42:01
858,41,930,354,3,debit,2017-03-28 12:02:01
864,60,759,354,2,debit,2017-03-13 0:15:53
893,81,809,354,2,credit_card,2017-03-10 4:01:42
919,60,852,354,2,credit_card,2017-03-01 8:31:35
923,41,787,354,3,cash,2017-03-08 10:34:22
948,81,870,354,2,cash,2017-03-03 20:28:49
969,41,869,354,3,cash,2017-03-17 0:00:25
1092,60,764,354,2,cash,2017-03-05 8:12:18
1093,81,744,354,2,debit,2017-03-02 20:11:11
1119,9,989,354,3,debit,2017-03-28 20:34:39
1127,41,773,354,3,cash,2017-03-23 18:38:13
1133,81,766,354,2,cash,2017-03-07 15:43:40
1169,81,868,354,2,debit,2017-03-25 6:06:08
1242,82,723,354,2,credit_card,2017-03-22 1:05:21
1300,81,965,354,2,credit_card,2017-03-09 23:25:23
1327,9,944,354,3,credit_card,2017-03-17 15:46:59
1433,81,879,354,2,cash,2017-03-02 9:22:21
1477,41,894,354,3,credit_card,2017-03-28 12:51:19
1511,41,930,354,3,credit_card,2017-03-02 9:10:36
1604,82,800,354,2,credit_card,2017-03-14 20:29:50
1626,9,731,354,3,cash,2017-03-11 16:34:00
1736,82,934,354,2,debit,2017-03-11 18:09:55
1744,81,920,354,2,cash,2017-03-22 0:03:10
1797,9,721,354,3,credit_card,2017-03-27 13:32:30
1904,82,741,354,2,credit_card,2017-03-01 12:11:51
2086,81,720,354,2,debit,2017-03-17 18:39:32
2156,81,886,354,2,credit_card,2017-03-21 18:03:29
2191,60,966,354,2,debit,2017-03-30 16:07:28
2243,60,844,354,2,debit,2017-03-24 12:40:16
2344,9,995,354,3,debit,2017-03-13 1:14:41
2373,82,881,354,2,cash,2017-03-09 9:16:40
2447,82,857,354,2,cash,2017-03-26 7:09:31
2506,81,895,354,2,cash,2017-03-15 7:29:16
2555,41,868,354,3,debit,2017-03-21 8:42:16
2560,60,824,354,2,debit,2017-03-06 8:09:27
2602,81,744,354,2,cash,2017-03-08 22:05:57
2619,81,749,354,2,debit,2017-03-11 21:22:57
2628,81,891,354,2,credit_card,2017-03-29 11:19:48
